# Wavelength (nm), Power (W m^-2 nm^-1)
1.318000000000000227e+03,3.198399999999999022e-01
1.319000000000000000e+03,2.580300000000000371e-01
1.320000000000000000e+03,2.486400000000000277e-01
1.321000000000000227e+03,2.868399999999999284e-01
1.322000000000000000e+03,2.902299999999999880e-01
1.323000000000000000e+03,2.238600000000000312e-01
1.324000000000000227e+03,2.523099999999999232e-01
1.325000000000000000e+03,3.094299999999999828e-01
1.326000000000000000e+03,2.695600000000000773e-01
1.327000000000000227e+03,2.559299999999999353e-01
1.328000000000000000e+03,2.255500000000000005e-01
1.329000000000000000e+03,1.709700000000000109e-01
1.330000000000000227e+03,2.205199999999999383e-01
1.331000000000000000e+03,1.395100000000000229e-01
1.332000000000000227e+03,1.404599999999999460e-01
1.333000000000000000e+03,1.954500000000000404e-01
1.334000000000000000e+03,1.630199999999999705e-01
1.335000000000000227e+03,2.224399999999999988e-01
1.336000000000000000e+03,1.766999999999999404e-01
1.337000000000000000e+03,1.585199999999999942e-01
1.338000000000000227e+03,1.715099999999999680e-01
1.339000000000000000e+03,1.703299999999999814e-01
1.340000000000000000e+03,1.621600000000000541e-01
1.341000000000000227e+03,1.641899999999999471e-01
1.342000000000000000e+03,1.714900000000000035e-01
1.343000000000000000e+03,1.225900000000000323e-01
1.344000000000000227e+03,7.301799999999998569e-02
1.345000000000000000e+03,1.052099999999999980e-01
1.346000000000000227e+03,5.618899999999998202e-02
1.347000000000000000e+03,5.805799999999999850e-02
1.348000000000000000e+03,4.586200000000000346e-03
1.349000000000000227e+03,1.561699999999999720e-02
1.350000000000000000e+03,1.548800000000000003e-02
1.351000000000000000e+03,4.475900000000000538e-03
1.352000000000000227e+03,1.466099999999999912e-03
1.353000000000000000e+03,9.291800000000000721e-05
1.354000000000000000e+03,2.805100000000000367e-04
1.355000000000000227e+03,3.484699999999999857e-06
1.356000000000000000e+03,4.648899999999999485e-05
1.357000000000000000e+03,6.942900000000001577e-05
1.358000000000000227e+03,4.057499999999998845e-06
1.359000000000000000e+03,7.104000000000002203e-07
1.360000000000000000e+03,2.070600000000000555e-06
1.361000000000000227e+03,4.656599999999999822e-09
1.362000000000000000e+03,1.748900000000000353e-11
1.363000000000000227e+03,3.053999999999999474e-06
1.364000000000000000e+03,1.314999999999999903e-06
1.365000000000000000e+03,8.783300000000002772e-12
1.366000000000000227e+03,1.237899999999999617e-05
1.367000000000000000e+03,4.816100000000000357e-06
1.368000000000000000e+03,1.431100000000000334e-13
1.369000000000000227e+03,5.000799999999998563e-07
1.370000000000000000e+03,2.826599999999999119e-07
1.371000000000000000e+03,1.910100000000000011e-08
1.372000000000000227e+03,2.662299999999999481e-06
1.373000000000000000e+03,4.299099999999999547e-05
1.374000000000000000e+03,1.735000000000000702e-04
1.375000000000000227e+03,3.130900000000000263e-04
1.376000000000000000e+03,2.493499999999999623e-04
1.377000000000000227e+03,1.188299999999999719e-04
1.378000000000000227e+03,1.074099999999999708e-03
1.379000000000000000e+03,5.053300000000001915e-05
1.380000000000000227e+03,7.904200000000000657e-05
1.381000000000000000e+03,2.297799999999999413e-06
1.382000000000000000e+03,2.487400000000000528e-06
1.383000000000000227e+03,4.265299999999998495e-08
1.384000000000000000e+03,5.978199999999999361e-07
1.385000000000000000e+03,2.025500000000000343e-06
1.386000000000000227e+03,2.444100000000000028e-06
1.387000000000000000e+03,1.928800000000000100e-04
1.388000000000000000e+03,3.903700000000000419e-06
1.389000000000000227e+03,5.633799999999999355e-04
1.390000000000000000e+03,4.783599999999999398e-04
1.391000000000000000e+03,3.334500000000001092e-04
1.392000000000000227e+03,2.306499999999999685e-05
1.393000000000000000e+03,1.123799999999999777e-04
1.394000000000000227e+03,7.326799999999999036e-05
1.395000000000000000e+03,6.513700000000001476e-07
1.396000000000000000e+03,6.133800000000000470e-09
1.397000000000000227e+03,4.760499999999998890e-05
1.398000000000000000e+03,1.232900000000000098e-03
1.399000000000000000e+03,7.883500000000000533e-04
1.400000000000000227e+03,3.151299999999999654e-09
1.401000000000000000e+03,1.021900000000000204e-08
1.402000000000000000e+03,1.781700000000000211e-03
1.403000000000000227e+03,2.310799999999999139e-03
1.404000000000000000e+03,7.175500000000000671e-04
1.405000000000000000e+03,3.539500000000001221e-07
1.406000000000000227e+03,1.986099999999999324e-03
1.407000000000000000e+03,1.695700000000000180e-04
1.408000000000000227e+03,1.602299999999999428e-03
1.409000000000000227e+03,6.015899999999998289e-04
1.410000000000000000e+03,4.533200000000000033e-04
1.411000000000000227e+03,2.054399999999999629e-03
1.412000000000000000e+03,2.564999999999999138e-03
1.413000000000000000e+03,2.269000000000000183e-02
1.414000000000000227e+03,3.535899999999999807e-04
1.415000000000000000e+03,1.785400000000000084e-04
1.416000000000000000e+03,3.456099999999999450e-02
1.417000000000000227e+03,1.143099999999999672e-02
1.418000000000000000e+03,1.318199999999999927e-02
1.419000000000000000e+03,2.085100000000000321e-03
1.420000000000000227e+03,8.043700000000000849e-03
1.421000000000000000e+03,8.911699999999999830e-03
1.422000000000000000e+03,4.502300000000000052e-02
1.423000000000000227e+03,8.967600000000000918e-03
1.424000000000000000e+03,1.651100000000000137e-02
1.425000000000000227e+03,2.514199999999999074e-02
1.426000000000000000e+03,2.703200000000000047e-02
1.427000000000000000e+03,4.818000000000000754e-02
1.428000000000000227e+03,4.435999999999999839e-03
1.429000000000000000e+03,3.698500000000000398e-02
1.430000000000000000e+03,5.991199999999999998e-02
1.431000000000000227e+03,4.879199999999998816e-02
1.432000000000000000e+03,2.452399999999999546e-03
1.433000000000000000e+03,3.487000000000001210e-02
1.434000000000000227e+03,2.040299999999999753e-02
1.435000000000000000e+03,2.084700000000000095e-02
1.436000000000000000e+03,3.732600000000001195e-02
1.437000000000000227e+03,2.908499999999999974e-02
1.438000000000000000e+03,1.291300000000000260e-02
1.439000000000000227e+03,4.967199999999998700e-02
1.440000000000000227e+03,3.854700000000000487e-02
1.441000000000000000e+03,3.095900000000000735e-02
1.442000000000000227e+03,3.535599999999999160e-02
1.443000000000000000e+03,4.386799999999999727e-02
1.444000000000000000e+03,6.014300000000000895e-02
1.445000000000000227e+03,4.843399999999999095e-02
1.446000000000000000e+03,2.249200000000000157e-02
1.447000000000000000e+03,3.526500000000000468e-02
1.448000000000000227e+03,1.125399999999999873e-01
1.449000000000000227e+03,9.937399999999999012e-02
1.450000000000000000e+03,2.669900000000000398e-02
1.451000000000000227e+03,1.098000000000000018e-02
1.451999999999999773e+03,6.071800000000001502e-02
1.453000000000000000e+03,7.980300000000001281e-02
1.454000000000000227e+03,1.338400000000000145e-01
1.455000000000000000e+03,6.440900000000002179e-02
1.456000000000000227e+03,8.615799999999998460e-02
1.457000000000000227e+03,1.138600000000000168e-01
1.458000000000000000e+03,1.327300000000000146e-01
1.459000000000000227e+03,1.586000000000000187e-01
1.460000000000000000e+03,8.316099999999999881e-02
1.461000000000000000e+03,8.788600000000001966e-02
1.462000000000000227e+03,1.270800000000000263e-01
1.463000000000000000e+03,4.210600000000000454e-02
1.464000000000000000e+03,1.476999999999999980e-01
1.465000000000000227e+03,9.091099999999999182e-02
1.466000000000000000e+03,6.349800000000001277e-02
1.467000000000000000e+03,3.512800000000000644e-02
1.468000000000000227e+03,7.492800000000002236e-02
1.469000000000000000e+03,9.234399999999998165e-02
1.470000000000000000e+03,4.839700000000000946e-02
1.471000000000000227e+03,1.739399999999999627e-02
1.472000000000000000e+03,4.556599999999999540e-02
1.473000000000000227e+03,6.836799999999999822e-02
1.474000000000000000e+03,9.476500000000001589e-02
1.475000000000000000e+03,1.795400000000000329e-01
1.476000000000000227e+03,6.698699999999999100e-02
1.476999999999999773e+03,6.791600000000000414e-02
1.478000000000000000e+03,6.182500000000000495e-02
1.479000000000000227e+03,1.168000000000000149e-01
1.480000000000000000e+03,5.906299999999999745e-02
1.481000000000000000e+03,1.122100000000000181e-01
1.482000000000000455e+03,5.696699999999996905e-02
1.483000000000000000e+03,1.445400000000000018e-01
1.484000000000000000e+03,1.337500000000000078e-01
1.485000000000000227e+03,1.216800000000000243e-01
1.486000000000000000e+03,1.200800000000000201e-01
1.487000000000000227e+03,5.904200000000000420e-02
1.488000000000000227e+03,9.165400000000002712e-02
1.489000000000000000e+03,1.844300000000000106e-01
1.490000000000000227e+03,1.699299999999999422e-01
1.491000000000000000e+03,1.922199999999999742e-01
1.492000000000000227e+03,1.598600000000000021e-01
1.493000000000000227e+03,1.765100000000000002e-01
1.494000000000000000e+03,1.979399999999999771e-01
1.495000000000000000e+03,1.774500000000000244e-01
1.496000000000000227e+03,1.638499999999999956e-01
1.497000000000000000e+03,2.219799999999999551e-01
1.498000000000000000e+03,1.843700000000000339e-01
1.499000000000000227e+03,2.114099999999999868e-01
1.500000000000000000e+03,2.433900000000000508e-01
1.501000000000000227e+03,2.578199999999999936e-01
1.502000000000000227e+03,2.268800000000000261e-01
1.503000000000000000e+03,1.797200000000000186e-01
1.504000000000000227e+03,1.558599999999999985e-01
1.505000000000000000e+03,1.788499999999999812e-01
1.506000000000000000e+03,2.502599999999999825e-01
1.507000000000000227e+03,2.477899999999999825e-01
1.508000000000000000e+03,2.360600000000000198e-01
1.509000000000000000e+03,1.816900000000000182e-01
1.510000000000000227e+03,2.626899999999999791e-01
1.511000000000000000e+03,2.570999999999999952e-01
1.511999999999999773e+03,2.531500000000000417e-01
1.513000000000000227e+03,2.354399999999999826e-01
1.514000000000000000e+03,2.192999999999999949e-01
1.515000000000000000e+03,2.580400000000000471e-01
1.516000000000000227e+03,2.494299999999999851e-01
1.517000000000000000e+03,2.421400000000000219e-01
1.518000000000000227e+03,2.448899999999999688e-01
1.519000000000000227e+03,2.373899999999999899e-01
1.520000000000000000e+03,2.568800000000000527e-01
1.521000000000000227e+03,2.670699999999999741e-01
1.522000000000000227e+03,2.561699999999999533e-01
1.523000000000000000e+03,2.719200000000000506e-01
1.524000000000000227e+03,2.674300000000000010e-01
1.525000000000000000e+03,2.513999999999999568e-01
1.526000000000000000e+03,2.597700000000000564e-01
1.527000000000000227e+03,2.546799999999999620e-01
1.528000000000000000e+03,2.712200000000000166e-01
1.529000000000000000e+03,2.646000000000000574e-01
1.530000000000000227e+03,2.478899999999999992e-01
1.530999999999999773e+03,2.620000000000000662e-01
1.532000000000000000e+03,2.703899999999999637e-01
1.533000000000000227e+03,2.691800000000000304e-01
1.534000000000000000e+03,2.612200000000000633e-01
1.535000000000000227e+03,2.592399999999999705e-01
1.536000000000000000e+03,2.667900000000000826e-01
1.537000000000000000e+03,2.655800000000000383e-01
1.538000000000000227e+03,2.642699999999998939e-01
1.539000000000000000e+03,2.651899999999999813e-01
1.540000000000000000e+03,2.573700000000000432e-01
1.541000000000000227e+03,2.614099999999999202e-01
1.541999999999999773e+03,2.616500000000001047e-01
1.543000000000000000e+03,2.643900000000000694e-01
1.544000000000000227e+03,2.644299999999999429e-01
1.545000000000000000e+03,2.692200000000000149e-01
1.546000000000000000e+03,2.670500000000000651e-01
1.547000000000000227e+03,2.653699999999999393e-01
1.548000000000000000e+03,2.592000000000000415e-01
1.549000000000000227e+03,2.656800000000000272e-01
1.550000000000000227e+03,2.622599999999999931e-01
1.551000000000000000e+03,2.629299999999999971e-01
1.552000000000000455e+03,2.641499999999999959e-01
1.553000000000000000e+03,2.636599999999999500e-01
1.554000000000000000e+03,2.572699999999999987e-01
1.555000000000000227e+03,2.600499999999999479e-01
1.556000000000000000e+03,2.556899999999999729e-01
1.557000000000000000e+03,2.630100000000000215e-01
1.558000000000000227e+03,2.609299999999998843e-01
1.559000000000000000e+03,2.605400000000000493e-01
1.560000000000000000e+03,2.582099999999999951e-01
1.561000000000000227e+03,2.624199999999999311e-01
1.562000000000000000e+03,2.600300000000000389e-01
1.563000000000000000e+03,2.591700000000000670e-01
1.564000000000000227e+03,2.552499999999999769e-01
1.565000000000000000e+03,2.597500000000000364e-01
1.566000000000000227e+03,2.550599999999999534e-01
1.567000000000000227e+03,2.556599999999999984e-01
1.568000000000000000e+03,2.499700000000000810e-01
1.569000000000000227e+03,2.473599999999999688e-01
1.570000000000000000e+03,2.349699999999999844e-01
1.571000000000000000e+03,2.284999999999999809e-01
1.572000000000000227e+03,2.310800000000000076e-01
1.573000000000000000e+03,2.275000000000000078e-01
1.574000000000000000e+03,2.346400000000000430e-01
1.575000000000000227e+03,2.329400000000000082e-01
1.576000000000000000e+03,2.398000000000000409e-01
1.577000000000000000e+03,2.099400000000000155e-01
1.578000000000000227e+03,2.285399999999999376e-01
1.579000000000000000e+03,2.300500000000000045e-01
1.580000000000000227e+03,2.377199999999999591e-01
1.581000000000000227e+03,2.416500000000000037e-01
1.582000000000000000e+03,2.350799999999999834e-01
1.583000000000000227e+03,2.405099999999999461e-01
1.584000000000000000e+03,2.419400000000000162e-01
1.585000000000000227e+03,2.513499999999999623e-01
1.586000000000000000e+03,2.483799999999999897e-01
1.587000000000000227e+03,2.457899999999999252e-01
1.588000000000000000e+03,2.438800000000000412e-01
1.589000000000000227e+03,2.256700000000000095e-01
1.590000000000000000e+03,2.348599999999999854e-01
1.591000000000000000e+03,2.350300000000000444e-01
1.592000000000000227e+03,2.450200000000000433e-01
1.593000000000000000e+03,2.509200000000000319e-01
1.594000000000000000e+03,2.488999999999999824e-01
1.595000000000000227e+03,2.508299999999999419e-01
1.596000000000000000e+03,2.375099999999999711e-01
1.597000000000000227e+03,2.398499999999998966e-01
1.598000000000000227e+03,2.469300000000000384e-01
1.599000000000000000e+03,2.351100000000000134e-01
1.600000000000000455e+03,2.313299999999999246e-01
1.601000000000000000e+03,2.169099999999999639e-01
1.602000000000000000e+03,2.178000000000000491e-01
1.603000000000000000e+03,2.176500000000000101e-01
1.603999999999999773e+03,2.219700000000000562e-01
1.605000000000000000e+03,2.301000000000000267e-01
1.606000000000000227e+03,2.345299999999999330e-01
1.607000000000000000e+03,2.263700000000000156e-01
1.608000000000000000e+03,2.234299999999999897e-01
1.609000000000000000e+03,2.208800000000000208e-01
1.610000000000000000e+03,2.114600000000000091e-01
1.611000000000000227e+03,2.203899999999999471e-01
1.612000000000000227e+03,2.242200000000000304e-01
1.613000000000000227e+03,2.304699999999999804e-01
1.614000000000000227e+03,2.316199999999999093e-01
1.615000000000000000e+03,2.342000000000000193e-01
1.616000000000000000e+03,2.239500000000000102e-01
1.617000000000000227e+03,2.279800000000000160e-01
1.618000000000000000e+03,2.366000000000000048e-01
1.619000000000000000e+03,2.341500000000000248e-01
1.620000000000000227e+03,2.278300000000000047e-01
1.620999999999999773e+03,2.276500000000000468e-01
1.622000000000000000e+03,2.308100000000000707e-01
1.623000000000000000e+03,2.355900000000000494e-01
1.624000000000000000e+03,2.358200000000000018e-01
1.625000000000000000e+03,2.310900000000000454e-01
1.626000000000000227e+03,2.329399999999999804e-01
1.627000000000000000e+03,2.339799999999999935e-01
1.628000000000000227e+03,2.344599999999999185e-01
1.629000000000000227e+03,2.345599999999999630e-01
1.630000000000000000e+03,2.298399999999999888e-01
1.631000000000000227e+03,2.313599999999999546e-01
1.632000000000000227e+03,2.315099999999999658e-01
1.633000000000000000e+03,2.261400000000000632e-01
1.634000000000000227e+03,2.262800000000000089e-01
1.634999999999999773e+03,2.271200000000000163e-01
1.636000000000000000e+03,2.287899999999999934e-01
1.637000000000000227e+03,2.206399999999999750e-01
1.638000000000000000e+03,2.139300000000000368e-01
1.639000000000000000e+03,2.141000000000000125e-01
1.640000000000000227e+03,2.091300000000000381e-01
1.641000000000000000e+03,2.134799999999999198e-01
1.642000000000000227e+03,2.146699999999999164e-01
1.643000000000000455e+03,2.093899999999999928e-01
1.644000000000000000e+03,2.173299999999999954e-01
1.645000000000000455e+03,2.121599999999999597e-01
1.646000000000000227e+03,2.114699999999999636e-01
1.647000000000000000e+03,2.213499999999999912e-01
1.648000000000000000e+03,2.105700000000000349e-01
1.649000000000000227e+03,2.126099999999999379e-01
1.650000000000000000e+03,2.190200000000000202e-01
1.651000000000000227e+03,2.028099999999999625e-01
1.652000000000000227e+03,2.175399999999999834e-01
1.652999999999999773e+03,2.166100000000001358e-01
1.654000000000000455e+03,2.099100000000000132e-01
1.655000000000000227e+03,2.161899999999999655e-01
1.656000000000000000e+03,2.149400000000000477e-01
1.657000000000000227e+03,2.161299999999999888e-01
1.658000000000000227e+03,2.186999999999999222e-01
1.659000000000000000e+03,2.151400000000000257e-01
1.660000000000000227e+03,2.172099999999999864e-01
1.661000000000000000e+03,2.177400000000000446e-01
1.662000000000000227e+03,2.131299999999999584e-01
1.663000000000000000e+03,2.162999999999999923e-01
1.664000000000000000e+03,2.149800000000000044e-01
1.665000000000000227e+03,2.060699999999999477e-01
1.666000000000000000e+03,1.741100000000000148e-01
1.666999999999999773e+03,2.050200000000000355e-01
1.668000000000000227e+03,2.088099999999999956e-01
1.669000000000000000e+03,2.093900000000000206e-01
1.670000000000000000e+03,2.157300000000000328e-01
1.671000000000000227e+03,2.129399999999999626e-01
1.672000000000000000e+03,2.058200000000000307e-01
1.673000000000000227e+03,2.105200000000000127e-01
1.674000000000000227e+03,2.100200000000000122e-01
1.675000000000000000e+03,2.079300000000000315e-01
1.676000000000000227e+03,2.058399999999999397e-01
1.677000000000000227e+03,2.066799999999999471e-01
1.677999999999999773e+03,2.036500000000000810e-01
1.679000000000000227e+03,2.074099999999999000e-01
1.680000000000000000e+03,2.001700000000000146e-01
1.680999999999999773e+03,1.893600000000000283e-01
1.682000000000000455e+03,1.982999999999999485e-01
1.683000000000000000e+03,2.035700000000000010e-01
1.684000000000000000e+03,1.928300000000000014e-01
1.685000000000000227e+03,2.076299999999999535e-01
1.686000000000000000e+03,2.047599999999999976e-01
1.687000000000000000e+03,1.995100000000000207e-01
1.688000000000000227e+03,2.046499999999999986e-01
1.689000000000000000e+03,2.017800000000000149e-01
1.690000000000000227e+03,1.999099999999999766e-01
1.691000000000000227e+03,1.880799999999999972e-01
1.692000000000000000e+03,2.017400000000000027e-01
1.693000000000000000e+03,2.058699999999999974e-01
1.694000000000000000e+03,1.994999999999999829e-01
1.695000000000000000e+03,2.042700000000000904e-01
1.696000000000000227e+03,2.038299999999999557e-01
1.697000000000000000e+03,1.764900000000000357e-01
1.698000000000000000e+03,2.020699999999999719e-01
1.699000000000000227e+03,2.002399999999999736e-01
1.700000000000000000e+03,1.946400000000000352e-01
1.702000000000000227e+03,1.987400000000000000e-01
1.705000000000000227e+03,1.927500000000000047e-01
1.710000000000000227e+03,1.831599999999999617e-01
1.715000000000000000e+03,1.849000000000000088e-01
1.720000000000000000e+03,1.823100000000000276e-01
1.725000000000000000e+03,1.736699999999999910e-01
1.730000000000000227e+03,1.697899999999999687e-01
1.735000000000000227e+03,1.575799999999999701e-01
1.739999999999999773e+03,1.640500000000000291e-01
1.744999999999999773e+03,1.510500000000000176e-01
1.750000000000000455e+03,1.616200000000000137e-01
1.755000000000000227e+03,1.493099999999999705e-01
1.760000000000000227e+03,1.560799999999999965e-01
1.765000000000000000e+03,1.296700000000000075e-01
1.770000000000000227e+03,1.383099999999999885e-01
1.775000000000000000e+03,1.121299999999999936e-01
1.780000000000000227e+03,9.814299999999999413e-02
1.785000000000000000e+03,7.520100000000001783e-02
1.790000000000000000e+03,8.683099999999997765e-02
1.795000000000000227e+03,4.586399999999999505e-02
1.800000000000000455e+03,3.111199999999998689e-02
1.804999999999999773e+03,1.448500000000000308e-02
1.810000000000000000e+03,9.476199999999998860e-03
1.815000000000000455e+03,3.209299999999999133e-03
1.820000000000000227e+03,9.657799999999998504e-04
1.825000000000000000e+03,1.246300000000000099e-03
1.830000000000000000e+03,5.089599999999999517e-06
1.835000000000000227e+03,6.278399999999999892e-06
1.840000000000000227e+03,6.133700000000000191e-08
1.845000000000000227e+03,6.129800000000001010e-06
1.850000000000000227e+03,2.934799999999999413e-06
1.855000000000000000e+03,2.779500000000000239e-07
1.860000000000000227e+03,1.091999999999999879e-05
1.865000000000000227e+03,1.664399999999999514e-05
1.870000000000000000e+03,2.614800000000001145e-10
1.874999999999999773e+03,4.429600000000000399e-10
1.880000000000000000e+03,7.612299999999998928e-05
1.885000000000000227e+03,4.312899999999999991e-05
1.890000000000000227e+03,2.195599999999999917e-04
1.895000000000000000e+03,1.274300000000000183e-04
1.900000000000000000e+03,8.491600000000001208e-07
1.905000000000000227e+03,5.579799999999998653e-07
1.910000000000000000e+03,2.272599999999999891e-05
1.915000000000000227e+03,1.967300000000000290e-05
1.920000000000000227e+03,4.445100000000000114e-04
1.925000000000000227e+03,9.232599999999998577e-04
1.930000000000000227e+03,5.447400000000000462e-04
1.935000000000000000e+03,3.542800000000000896e-03
1.940000000000000000e+03,3.235700000000000208e-03
1.945000000000000000e+03,1.070700000000000297e-02
1.950000000000000000e+03,1.648199999999999665e-02
1.955000000000000000e+03,9.885999999999997220e-03
1.960000000000000227e+03,2.156900000000000484e-02
1.965000000000000227e+03,2.811399999999999663e-02
1.970000000000000227e+03,4.805499999999999355e-02
1.975000000000000227e+03,6.672999999999998377e-02
1.980000000000000000e+03,7.423400000000000831e-02
1.985000000000000000e+03,8.162500000000000311e-02
1.990000000000000000e+03,8.412399999999997657e-02
1.995000000000000000e+03,7.978700000000001069e-02
2.000000000000000227e+03,3.749099999999999655e-02
2.005000000000000227e+03,1.474699999999999969e-02
2.010000000000000227e+03,3.907099999999999462e-02
2.015000000000000227e+03,2.620800000000000560e-02
2.020000000000000227e+03,4.423900000000000055e-02
2.025000000000000000e+03,7.277899999999999647e-02
2.030000000000000000e+03,8.346000000000000640e-02
2.035000000000000000e+03,9.480799999999998950e-02
2.040000000000000000e+03,8.834399999999997810e-02
2.045000000000000227e+03,8.963599999999997958e-02
2.050000000000000455e+03,6.689199999999996538e-02
2.055000000000000455e+03,5.408999999999999225e-02
2.060000000000000000e+03,6.815700000000002312e-02
2.065000000000000000e+03,6.096200000000001618e-02
2.070000000000000000e+03,6.471499999999999475e-02
2.075000000000000000e+03,7.630500000000001171e-02
2.080000000000000000e+03,8.552799999999997904e-02
2.085000000000000000e+03,8.384700000000000486e-02
2.090000000000000455e+03,8.777899999999998204e-02
2.095000000000000455e+03,8.842099999999998572e-02
2.100000000000000000e+03,8.486900000000004163e-02
2.105000000000000000e+03,9.177100000000001923e-02
2.110000000000000000e+03,8.832000000000000961e-02
2.115000000000000000e+03,9.030800000000002714e-02
2.120000000000000455e+03,8.628099999999998271e-02
2.125000000000000000e+03,8.730300000000001948e-02
2.130000000000000000e+03,8.842199999999998672e-02
2.135000000000000455e+03,8.867899999999999394e-02
2.140000000000000455e+03,8.938999999999999724e-02
2.145000000000000000e+03,8.813200000000001588e-02
2.150000000000000000e+03,8.336899999999999866e-02
2.155000000000000000e+03,8.356600000000000139e-02
2.160000000000000000e+03,8.291199999999999959e-02
2.165000000000000000e+03,7.517499999999999183e-02
2.170000000000000000e+03,8.077599999999998670e-02
2.175000000000000000e+03,7.925699999999999412e-02
2.180000000000000455e+03,8.059699999999998810e-02
2.185000000000000455e+03,7.345799999999998164e-02
2.190000000000000000e+03,7.790500000000000203e-02
2.195000000000000000e+03,7.783300000000001329e-02
2.200000000000000000e+03,7.017500000000002902e-02
2.205000000000000000e+03,7.294700000000001183e-02
2.210000000000000000e+03,7.817400000000000737e-02
2.215000000000000000e+03,7.518899999999999195e-02
2.220000000000000455e+03,7.663099999999997691e-02
2.225000000000000455e+03,7.439999999999999392e-02
2.230000000000000455e+03,7.472700000000000176e-02
2.235000000000000000e+03,7.329000000000002180e-02
2.240000000000000000e+03,7.214000000000002355e-02
2.245000000000000000e+03,6.991100000000001480e-02
2.250000000000000000e+03,7.103400000000001380e-02
2.255000000000000000e+03,6.686500000000000776e-02
2.260000000000000000e+03,6.614300000000000734e-02
2.265000000000000455e+03,6.735499999999999821e-02
2.270000000000000455e+03,6.413800000000000057e-02
2.275000000000000455e+03,6.330900000000001804e-02
2.280000000000000000e+03,6.555100000000002591e-02
2.285000000000000000e+03,6.238900000000000695e-02
2.290000000000000000e+03,6.253400000000000625e-02
2.295000000000000000e+03,6.060300000000001103e-02
2.300000000000000000e+03,5.819300000000000861e-02
2.305000000000000000e+03,5.854400000000000576e-02
2.310000000000000455e+03,6.318899999999999517e-02
2.315000000000000455e+03,5.752799999999997499e-02
2.320000000000000455e+03,5.148899999999998617e-02
2.325000000000000000e+03,5.562600000000002265e-02
2.330000000000000000e+03,5.623100000000002402e-02
2.335000000000000000e+03,5.736199999999999632e-02
2.340000000000000000e+03,4.536599999999999661e-02
2.345000000000000000e+03,5.086899999999999061e-02
2.350000000000000000e+03,4.111499999999999183e-02
2.355000000000000455e+03,4.698799999999999505e-02
2.360000000000000455e+03,4.972399999999999043e-02
2.365000000000000000e+03,4.890900000000001496e-02
2.370000000000000000e+03,3.051400000000000640e-02
2.375000000000000000e+03,4.370399999999999979e-02
2.380000000000000000e+03,4.212800000000001266e-02
2.385000000000000000e+03,3.052500000000000005e-02
2.390000000000000000e+03,3.674800000000000982e-02
2.395000000000000000e+03,4.019899999999999862e-02
2.400000000000000455e+03,4.372599999999999404e-02
2.405000000000000455e+03,3.328599999999999615e-02
2.410000000000000000e+03,3.350400000000000600e-02
2.415000000000000000e+03,2.705800000000000219e-02
2.420000000000000000e+03,2.635800000000000295e-02
2.425000000000000000e+03,3.280200000000000476e-02
2.430000000000000000e+03,4.472500000000000780e-02
2.435000000000000000e+03,1.476500000000000035e-02
2.440000000000000455e+03,4.292600000000000582e-02
2.445000000000000455e+03,2.065699999999999828e-02
2.450000000000000455e+03,1.352299999999999683e-02
2.455000000000000000e+03,2.469500000000000861e-02
2.460000000000000000e+03,3.315699999999999897e-02
2.465000000000000000e+03,2.400899999999999909e-02
2.470000000000000000e+03,1.663499999999999701e-02
2.475000000000000000e+03,1.636800000000000060e-02
2.480000000000000000e+03,7.999599999999999073e-03
2.485000000000000455e+03,5.583999999999999554e-03
2.490000000000000455e+03,3.495700000000000023e-03
2.495000000000000455e+03,2.864699999999999538e-03
2.500000000000000000e+03,7.032800000000002244e-03
2.505000000000000000e+03,1.512400000000000549e-03
2.510000000000000000e+03,2.206299999999999581e-03
2.515000000000000000e+03,5.164399999999998462e-04
2.520000000000000000e+03,3.687899999999999707e-04
2.525000000000000000e+03,4.119399999999999218e-05
2.530000000000000455e+03,6.327900000000000435e-07
2.535000000000000455e+03,1.741500000000000606e-07
2.540000000000000455e+03,3.752099999999999300e-07
2.545000000000000000e+03,5.346900000000000168e-11
2.550000000000000000e+03,2.806600000000000380e-13
2.555000000000000000e+03,1.037700000000000046e-09
2.560000000000000000e+03,3.084200000000000449e-11
2.565000000000000000e+03,1.584600000000000071e-14
2.570000000000000000e+03,1.515099999999999742e-18
2.575000000000000455e+03,1.070800000000000033e-27
2.580000000000000455e+03,3.793299999999998961e-22
2.585000000000000455e+03,1.706399999999999408e-34
2.590000000000000000e+03,5.436900000000001207e-31
2.595000000000000000e+03,2.266599999999999621e-33
2.600000000000000000e+03,4.455599999999999800e-28
2.605000000000000000e+03,5.759199999999998829e-35
2.610000000000000000e+03,5.897000000000001191e-34
2.615000000000000455e+03,1.110600000000000100e-37
2.620000000000000455e+03,5.605599999999997261e-29
2.625000000000000455e+03,3.837799999999999305e-28
2.630000000000000455e+03,2.802599999999999287e-45
2.635000000000000000e+03,3.871900000000000359e-16
2.640000000000000000e+03,1.165699999999999891e-16
2.645000000000000000e+03,8.929199999999997523e-19
2.650000000000000000e+03,1.418599999999999957e-19
2.655000000000000000e+03,1.303600000000000165e-27
2.660000000000000455e+03,2.587999999999999101e-25
2.665000000000000455e+03,1.104499999999999893e-37
2.670000000000000455e+03,0.000000000000000000e+00
2.675000000000000000e+03,0.000000000000000000e+00
2.680000000000000000e+03,0.000000000000000000e+00
2.685000000000000000e+03,0.000000000000000000e+00
2.690000000000000000e+03,1.017799999999999883e-29
